Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
Cd36_25270,orf19.7511	NG	0.0331652	0.643466	0.0515415	3.81371e-252	5541	1179.46	4361.54	NA	651	509.5	141.5	NA	NA	0.163074	1:1:1:1:1:1	0.354246(0.395619:0.295295:0.371823)	NA	NA	NA	NA
Cd36_25280,orf19.7509.2	NG	0.0214893	0.31012	0.0692936	3.43784e-08	240	51.1816	188.818	NA	17	13	4	NA	NA	0.0830416	1:1:1:1:1:1	0.322917(0.43125:0.3:0.2375)	NA	NA	NA	NA
Cd36_25290,orf19.7509.1	NG	0.00424961	0.19458	0.02184	6.85062e-10	306	70.0169	235.983	NA	13	12	1	NA	NA	0.0477997	1:1:1:1:1:1	0.411765(0.47549:0.401961:0.357843)	NA	NA	NA	NA
Cd36_25300,orf19.7510	NG	0.0311482	0.488726	0.0637335	4.526e-132	3618	826.591	2791.41	NA	382	296.833	85.1667	NA	NA	0.135689	1:1:1:1:1:1	0.412144(0.506579:0.422697:0.307155)	NA	NA	NA	NA
Cd36_25310,orf19.7507	NG	0.106407	0.718384	0.14812	1.72219e-11	330	69.593	260.407	NA	58	32.1667	25.8333	NA	NA	0.235466	1:1:1:1:1:1	0.330108(0.387097:0.267742:0.335484)	NA	NA	NA	NA
Cd36_25320,orf19.7506	NG	0.067656	0.71486	0.0946423	3.33654e-47	1221	257.492	963.508	NA	181	118.667	62.3333	NA	NA	0.204142	1:1:1:1:1:1	0.33657(0.404126:0.290049:0.315534)	NA	NA	NA	NA
Cd36_25330,orf19.7504	NG	0.0552394	0.374404	0.147539	1.32253e-19	912	204.7	707.3	NA	98	60.3333	37.6667	NA	NA	0.126876	1:1:1:1:1:1	0.33384(0.337386:0.469605:0.194529)	NA	NA	NA	NA
Cd36_25340,orf19.7503	NG	0.0486134	0.292188	0.166377	1.19787e-17	1101	231.753	869.247	NA	97	56.0833	40.9167	NA	NA	0.0998842	1:1:1:1:1:1	0.302245(0.395078:0.365285:0.146373)	NA	NA	NA	NA
Cd36_25350,orf19.7502	NG	0.0216265	0.312883	0.0691199	7.22086e-20	774	164.177	609.823	NA	55	42	13	NA	NA	0.0834062	1:1:1:1:1:1	0.26292(0.381783:0.255814:0.151163)	NA	NA	NA	NA
Cd36_25370,orf19.7501	NG	0.0303376	0.240601	0.126091	1.12394e-19	1305	262.36	1042.64	NA	85	54	31	NA	NA	0.0726093	1:1:1:1:1:1	0.322849(0.511931:0.303688:0.152928)	NA	NA	NA	NA
Cd36_25450,orf19.7500	NG	0.0126826	0.460544	0.0275384	1.44885e-98	2295	485.998	1809	NA	190	167.25	22.75	NA	NA	0.107523	1:1:1:1:1:1	0.317925(0.367839:0.317708:0.268229)	NA	NA	NA	NA
Cd36_25480,orf19.7499	NG	0.00543295	0.488123	0.0111303	1.40098e-62	1194	270.353	923.647	NA	102	97	5	NA	NA	0.114726	1:1:1:1:1:1	0.401912(0.465087:0.401496:0.339152)	NA	NA	NA	NA
Cd36_25490,orf19.7498	NG	0.0111064	0.329433	0.0337136	3.55165e-74	2328	513.864	1814.14	NA	157	137	20	NA	NA	0.0813713	1:1:1:1:1:1	0.354371(0.456495:0.373775:0.232843)	NA	NA	NA	NA
Cd36_25510,orf19.7497	NG	0.0109212	0.54922	0.0198849	4.65361e-131	2571	541.865	2029.14	NA	233	211	22	NA	NA	0.124373	1:1:1:1:1:1	0.34187(0.37369:0.314901:0.33702)	NA	NA	NA	NA
Cd36_25520,orf19.7495	NG	0.0584666	0.519667	0.112508	4.1613e-38	1296	279.628	1016.37	NA	162	104.833	57.1667	NA	NA	0.157976	1:1:1:1:1:1	0.343364(0.414352:0.34375:0.271991)	NA	NA	NA	NA
Cd36_25530,orf19.7494	NG	0.0731226	0.635362	0.115088	2.47251e-162	5112	1100.29	4011.71	NA	751	471.5	279.5	NA	NA	0.194137	1:1:1:1:1:1	0.350831(0.412903:0.324927:0.314663)	NA	NA	NA	NA
Cd36_25540,orf19.7492	NG	0.0616116	0.621482	0.0991366	2.89358e-63	1905	383.415	1521.59	NA	252	162	90	NA	NA	0.174295	1:1:1:1:1:1	0.350155(0.445652:0.295807:0.309006)	NA	NA	NA	NA
Cd36_25550,orf19.7491	NG	0.0347751	0.422063	0.0823932	7.70045e-33	1077	233.396	843.604	NA	104	75.3333	28.6667	NA	NA	0.118704	1:1:1:1:1:1	0.333792(0.417355:0.304408:0.279614)	NA	NA	NA	NA
Cd36_25560,orf19.7490	NG	0.0305292	0.402565	0.0758367	5.95599e-48	1578	357.925	1220.07	NA	148	111.5	36.5	NA	NA	0.114915	1:1:1:1:1:1	0.332707(0.395677:0.37782:0.224624)	NA	NA	NA	NA
Cd36_25570,orf19.7489.3	NG	0.0147356	0.183599	0.0802596	3.54259e-05	267	61.4049	205.595	NA	13	10	3	NA	NA	0.053571	1:1:1:1:1:1	0.340824(0.477528:0.393258:0.151685)	NA	NA	NA	NA
Cd36_25580,orf19.7489	NG	0.0213642	0.476053	0.0448777	9.60728e-173	4371	968.475	3402.53	NA	413	341.333	71.6667	NA	NA	0.122109	1:1:1:1:1:1	0.36569(0.434264:0.393052:0.269755)	NA	NA	NA	NA
Cd36_25590,orf19.7488	NG	0.00689477	0.31802	0.0216803	1.09847e-18	549	111.885	437.115	NA	32	29	3	NA	NA	0.0703013	1:1:1:1:1:1	0.283242(0.407104:0.273224:0.169399)	NA	NA	NA	NA
Cd36_25600,orf19.7486	NG	0.0304969	0.401472	0.0759628	1.40288e-21	693	157.618	535.382	NA	65	49	16	NA	NA	0.114873	1:1:1:1:1:1	0.293991(0.354077:0.360515:0.167382)	NA	NA	NA	NA
Cd36_25610,orf19.7485	NG	0.0180173	0.271499	0.0663623	4.75309e-21	876	201.942	674.058	NA	58	46	12	NA	NA	0.076452	1:1:1:1:1:1	0.334467(0.420068:0.404762:0.178571)	NA	NA	NA	NA
Cd36_25620,orf19.7484	NG	0.0110733	0.403458	0.0274459	1.38485e-35	873	190.681	682.319	NA	67	59.5	7.5	NA	NA	0.0967781	1:1:1:1:1:1	0.362543(0.467354:0.345361:0.274914)	NA	NA	NA	NA
Cd36_25630,orf19.7483	NG	0.00371171	0.36144	0.0102692	5.90578e-129	3237	671.193	2565.81	NA	202	192.5	9.5	NA	NA	0.0778868	1:1:1:1:1:1	0.314334(0.410565:0.295644:0.236793)	NA	NA	NA	NA
Cd36_25640,orf19.7482	NG	0.134613	0.505906	0.266084	2.65216e-08	537	105.538	431.462	NA	92	38.8333	53.1667	NA	NA	0.207584	1:1:1:1:1:1	0.248718(0.361538:0.182051:0.202564)	NA	NA	NA	NA
Cd36_25650,orf19.7481	NG	0.00778203	0.186685	0.0416854	3.72409e-20	1011	235.986	775.014	NA	45	39	6	NA	NA	0.0495412	1:1:1:1:1:1	0.328882(0.470326:0.354599:0.161721)	NA	NA	NA	NA
Cd36_25660,orf19.7479	NG	0.0367275	0.299933	0.122452	2.07993e-50	2703	591.927	2111.07	NA	222	146.333	75.6667	NA	NA	0.0943666	1:1:1:1:1:1	0.325073(0.444383:0.381608:0.149229)	NA	NA	NA	NA
Cd36_25670,orf19.7478	NG	0.015728	0.259345	0.0606451	2.55713e-34	1494	337.505	1156.5	NA	92	74	18	NA	NA	0.0707628	1:1:1:1:1:1	0.326471(0.438235:0.378431:0.162745)	NA	NA	NA	NA
Cd36_25680,orf19.7477	NG	0.0119695	0.241608	0.049541	1.0274e-14	636	130.716	505.284	NA	33	27	6	NA	NA	0.0591667	1:1:1:1:1:1	0.326324(0.474299:0.329439:0.175234)	NA	NA	NA	NA
Cd36_25690,orf19.7475	NG	0.0293483	0.503286	0.0583134	1.09836e-147	3930	855.108	3074.89	NA	402	313.5	88.5	NA	NA	0.13247	1:1:1:1:1:1	0.300498(0.360448:0.328358:0.212687)	NA	NA	NA	NA
Cd36_25700,orf19.7473	NG	0.0579796	0.499608	0.11605	1.40729e-59	2232	454.667	1777.33	NA	265	165.833	99.1667	NA	NA	0.147941	1:1:1:1:1:1	0.27249(0.301173:0.292047:0.22425)	NA	NA	NA	NA
Cd36_25710,orf19.7472	NG	0.192731	0.443018	0.43504	1.60392e-27	4218	1027.52	3190.48	NA	886	343.75	542.25	NA	NA	0.253702	1:1:1:1:1:1	0.35469(0.352543:0.478429:0.233097)	NA	NA	NA	NA
Cd36_25720,orf19.7469	NG	0.00416665	0.26153	0.0159318	4.25093e-38	1248	285.326	962.674	NA	67	63	4	NA	NA	0.0630068	1:1:1:1:1:1	0.330291(0.422921:0.353955:0.213996)	NA	NA	NA	NA
Cd36_25730,orf19.7468	NG	0.0476573	0.567242	0.0840159	4.38745e-58	1599	350.121	1248.88	NA	197	139.333	57.6667	NA	NA	0.161427	1:1:1:1:1:1	0.3473(0.420857:0.350093:0.27095)	NA	NA	NA	NA
Cd36_25740,orf19.7466	NG	0.0084414	0.352304	0.0239606	2.0723e-239	6678	1495.77	5182.23	NA	464	420.5	43.5	NA	NA	0.0854614	1:1:1:1:1:1	0.367796(0.467004:0.380334:0.256049)	NA	NA	NA	NA
Cd36_25750,orf19.7464	NG	0.0156814	0.424013	0.0369832	4.5313e-46	1137	267.075	869.925	NA	100	86.5	13.5	NA	NA	0.111596	1:1:1:1:1:1	0.37375(0.43875:0.395:0.2875)	NA	NA	NA	NA
Cd36_25760,orf19.7464	NG	0.271931	NA	NA	5.99168e-82	1137	261.974	875.026	NA	428	228.417	199.583	NA	NA	NA	1:1:1:1:1:1	0.366587(0.427553:0.375297:0.296912)	NA	NA	NA	NA
Cd36_25770,orf19.7460	NG	0.0396085	0.478147	0.0828375	3.15431e-39	1230	249.374	980.626	NA	126	88.1667	37.8333	NA	NA	0.128519	1:1:1:1:1:1	0.343089(0.404878:0.291463:0.332927)	NA	NA	NA	NA
Cd36_25780,orf19.3287	NG	0.0450361	0.491088	0.0917067	8.43297e-41	1350	274.745	1075.26	NA	146	99	47	NA	NA	0.135814	1:1:1:1:1:1	0.346681(0.449134:0.306277:0.284632)	NA	NA	NA	NA
Cd36_25790,orf19.3286	NG	0.0773076	0.680472	0.113609	2.68401e-44	1326	266.42	1059.58	NA	197	119.167	77.8333	NA	NA	0.198495	1:1:1:1:1:1	0.329158(0.43215:0.267223:0.2881)	NA	NA	NA	NA
Cd36_25800,orf19.3285	NG	0.0699618	0.519098	0.134776	1.08365e-36	1383	297.636	1085.36	NA	184	111.5	72.5	NA	NA	0.166621	1:1:1:1:1:1	0.336213(0.37689:0.314255:0.317495)	NA	NA	NA	NA
Cd36_25810,orf19.3283	NG	0.0486752	0.507086	0.0959899	7.46477e-24	684	164.153	519.847	NA	85	60.5	24.5	NA	NA	0.158689	1:1:1:1:1:1	0.346434(0.441048:0.373362:0.224891)	NA	NA	NA	NA
Cd36_25820,orf19.3282	NG	0.0538988	0.512426	0.105183	7.51357e-49	1644	346.114	1297.89	NA	196	128.5	67.5	NA	NA	0.150433	1:1:1:1:1:1	0.339405(0.403461:0.339709:0.275046)	NA	NA	NA	NA
Cd36_25830,orf19.3281	NG	0.0388048	0.459989	0.0843603	1.35348e-43	1419	295.198	1123.8	NA	144	101.5	42.5	NA	NA	0.126425	1:1:1:1:1:1	0.364365(0.414226:0.334728:0.344142)	NA	NA	NA	NA
Cd36_25840,orf19.3279	NG	0.190061	0.454686	0.418005	1.02613e-25	3639	855.44	2783.56	NA	759	291.667	467.333	NA	NA	0.252268	1:1:1:1:1:1	0.373285(0.414447:0.421308:0.2841)	NA	NA	NA	NA
Cd36_25850,orf19.3278	NG	0.00193978	0.385691	0.00502937	2.32612e-89	1983	434.436	1548.56	NA	134	131	3	NA	NA	0.0860121	1:1:1:1:1:1	0.379223(0.453858:0.369138:0.314675)	NA	NA	NA	NA
Cd36_25860,orf19.3276	NG	0.0120287	0.47325	0.0254172	4.53804e-121	2763	584.12	2178.88	NA	231	205	26	NA	NA	0.109534	1:1:1:1:1:1	0.349335(0.43096:0.341424:0.27562)	NA	NA	NA	NA
Cd36_25870,orf19.3275	NG	0.0327813	0.29843	0.109846	1.39165e-08	393	81.2327	311.767	NA	30	20	10	NA	NA	0.0876905	1:1:1:1:1:1	0.352417(0.400763:0.324427:0.332061)	NA	NA	NA	NA
Cd36_25880,orf19.3273	NG	0.0464067	0.340886	0.136136	3.99789e-18	888	188.002	699.998	NA	83	51.5	31.5	NA	NA	0.108752	1:1:1:1:1:1	0.34119(0.484848:0.304714:0.234007)	NA	NA	NA	NA
Cd36_25890,orf19.3272	NG	0.0922561	0.432666	0.213227	1.01385e-16	993	205.819	787.181	NA	136	67.6667	68.3333	NA	NA	0.162813	1:1:1:1:1:1	0.33434(0.424471:0.306647:0.271903)	NA	NA	NA	NA
Cd36_25900,orf19.3269	NG	0.00933429	0.600091	0.0155548	3.30571e-283	4920	1093.1	3826.9	NA	487	451.5	35.5	NA	NA	0.140586	1:1:1:1:1:1	0.359018(0.391838:0.353596:0.331621)	NA	NA	NA	NA
Cd36_25910,orf19.3268	NG	0.0128416	0.224361	0.0572362	5.2064e-11	501	108.296	392.704	NA	26	21	5	NA	NA	0.0585636	1:1:1:1:1:1	0.41018(0.505988:0.335329:0.389222)	NA	NA	NA	NA
Cd36_25920,orf19.3267	NG	0.0529739	0.669084	0.0791737	3.67647e-44	1059	234.568	824.432	NA	146	103.833	42.1667	NA	NA	0.189442	1:1:1:1:1:1	0.336166(0.356941:0.327195:0.324363)	NA	NA	NA	NA
Cd36_25930,orf19.3266	NG	0.0419868	0.57788	0.0726566	3.35122e-41	1083	225.853	857.147	NA	126	91	35	NA	NA	0.153744	1:1:1:1:1:1	0.303949(0.312672:0.322314:0.27686)	NA	NA	NA	NA
Cd36_25950,orf19.3265	NG	0.0304176	0.480632	0.0632868	9.4738e-59	1668	348.491	1319.51	NA	163	123.667	39.3333	NA	NA	0.12448	1:1:1:1:1:1	0.318724(0.391771:0.333631:0.230769)	NA	NA	NA	NA
Cd36_25960,orf19.3264	NG	0.0588396	0.395075	0.148933	6.2392e-20	948	196.994	751.006	NA	103	60.5	42.5	NA	NA	0.128709	1:1:1:1:1:1	0.251506(0.302711:0.274096:0.177711)	NA	NA	NA	NA
Cd36_25970,orf19.3263	NG	0.088587	0.39233	0.225797	9.71048e-08	450	100.93	349.07	NA	60	30.8333	29.1667	NA	NA	0.156713	1:1:1:1:1:1	0.242312(0.313653:0.309963:0.103321)	NA	NA	NA	NA
Cd36_25980,orf19.3260	NG	0.0745643	0.48674	0.153191	2.74045e-50	2187	479.889	1707.11	NA	293	171.833	121.167	NA	NA	0.165007	1:1:1:1:1:1	0.353153(0.458108:0.393919:0.207432)	NA	NA	NA	NA
Cd36_25990,orf19.3259	NG	0.0168805	0.295202	0.057183	3.05096e-14	498	108.592	389.408	NA	33	26.5	6.5	NA	NA	0.0775701	1:1:1:1:1:1	0.284137(0.421687:0.286145:0.144578)	NA	NA	NA	NA
Cd36_26000,orf19.3256	NG	0.086052	0.392365	0.219316	3.76515e-59	3984	905.853	3078.15	NA	527	276.75	250.25	NA	NA	0.155699	1:1:1:1:1:1	0.310365(0.39682:0.367491:0.166784)	NA	NA	NA	NA
Cd36_26010,orf19.3255	NG	0.14728	0.486617	0.30266	1.08004e-05	375	79.608	295.392	NA	68	28.5	39.5	NA	NA	0.219317	1:1:1:1:1:1	0.235142(0.302326:0.267442:0.135659)	NA	NA	NA	NA
Cd36_26020,orf19.3254	NG	0.22907	0.52797	0.43387	6.75256e-12	1695	343.638	1351.36	NA	397	130.25	266.75	NA	NA	0.289668	1:1:1:1:1:1	0.279141(0.386503:0.293712:0.157209)	NA	NA	NA	NA
Cd36_26030,orf19.3252	NG	0.0833924	0.465154	0.179279	6.91053e-50	2544	553.673	1990.33	NA	349	191.917	157.083	NA	NA	0.166479	1:1:1:1:1:1	0.289782(0.374874:0.345729:0.148744)	NA	NA	NA	NA
Cd36_26040,orf19.3251	NG	0.0254388	0.256855	0.0990393	1.34516e-10	519	109.2	409.8	NA	34	23.75	10.25	NA	NA	0.0741298	1:1:1:1:1:1	0.253372(0.375723:0.297688:0.0867052)	NA	NA	NA	NA
Cd36_26050,orf19.3250	NG	0.0876579	0.448066	0.195636	2.99993e-31	1782	359.689	1422.31	NA	239	121.333	117.667	NA	NA	0.160405	1:1:1:1:1:1	0.290083(0.373554:0.289256:0.207438)	NA	NA	NA	NA
Cd36_26060,orf19.3249	NG	0.0240001	0.366299	0.0655205	1.38639e-35	1236	262.255	973.745	NA	99	76	23	NA	NA	0.0966293	1:1:1:1:1:1	0.318402(0.359564:0.357143:0.238499)	NA	NA	NA	NA
Cd36_26070,orf19.3248	NG	0.0393776	0.532452	0.0739552	4.53122e-35	984	201.971	782.029	NA	107	77	30	NA	NA	0.140584	1:1:1:1:1:1	0.277778(0.373512:0.284226:0.175595)	NA	NA	NA	NA
Cd36_26080,orf19.3247	NG	0.0350229	0.533661	0.0656276	1.49087e-235	6456	1346.56	5109.44	NA	689	514.167	174.833	NA	NA	0.139026	1:1:1:1:1:1	0.281868(0.341003:0.271514:0.233088)	NA	NA	NA	NA
Cd36_26090,orf19.3245	NG	0.0586811	0.663506	0.0884411	1.07863e-95	2517	541.598	1975.4	NA	350	238.5	111.5	NA	NA	0.188825	1:1:1:1:1:1	0.349086(0.415986:0.337223:0.294049)	NA	NA	NA	NA
Cd36_26100,orf19.3244	NG	0.0537395	0.588026	0.0913897	2.11317e-14	393	74.832	318.168	NA	47	30.5	16.5	NA	NA	0.155474	1:1:1:1:1:1	0.351319(0.392086:0.374101:0.28777)	NA	NA	NA	NA
Cd36_26110,orf19.3243	NG	0.00996045	0.482371	0.020649	1.45271e-77	1668	354.153	1313.85	NA	139	126	13	NA	NA	0.110263	1:1:1:1:1:1	0.387125(0.470899:0.363316:0.32716)	NA	NA	NA	NA
Cd36_26120,orf19.3242	NG	0.0635882	0.566866	0.112175	1.16204e-23	723	157.121	565.879	NA	97	62.5	34.5	NA	NA	0.17296	1:1:1:1:1:1	0.405055(0.530738:0.375:0.309426)	NA	NA	NA	NA
Cd36_26130,orf19.3241	NG	0.0572607	0.752883	0.0760553	9.39185e-184	4251	913.398	3337.6	NA	618	434	184	NA	NA	0.206727	1:1:1:1:1:1	0.387207(0.440845:0.385915:0.334859)	NA	NA	NA	NA
Cd36_26140,orf19.3240	NG	0.0175773	0.601164	0.0292389	6.6556e-55	1038	232.15	805.85	NA	110	96	14	NA	NA	0.148097	1:1:1:1:1:1	0.355491(0.427746:0.323699:0.315029)	NA	NA	NA	NA
Cd36_26150,orf19.3239	NG	0.0540675	0.65992	0.0819304	1.92995e-100	2553	552.923	2000.08	NA	347	242.667	104.333	NA	NA	0.185282	1:1:1:1:1:1	0.357366(0.416764:0.354631:0.300703)	NA	NA	NA	NA
Cd36_26160,orf19.3237	NG	0.0547998	0.613507	0.0893222	3.82804e-178	5103	1055.05	4047.95	NA	656	442.083	213.917	NA	NA	0.170313	1:1:1:1:1:1	0.341412(0.421812:0.319388:0.283035)	NA	NA	NA	NA
Cd36_26170,orf19.3235	NG	0.0326903	0.366665	0.089156	7.04874e-21	822	165.507	656.493	NA	69	48	21	NA	NA	0.0999349	1:1:1:1:1:1	0.277381(0.3375:0.282143:0.2125)	NA	NA	NA	NA
Cd36_26180,orf19.3234.1	NG	0.0173281	0.276801	0.0626012	1.01485e-07	294	60.4839	233.516	NA	18	14	4	NA	NA	0.0707089	1:1:1:1:1:1	0.290816(0.377551:0.265306:0.229592)	NA	NA	NA	NA
Cd36_26190,orf19.3234	NG	0.0277301	0.462856	0.0599108	2.82536e-42	1176	257.682	918.318	NA	114	89	25	NA	NA	0.123074	1:1:1:1:1:1	0.340136(0.455357:0.368622:0.196429)	NA	NA	NA	NA
Cd36_26200,orf19.3233	NG	0.0228433	0.510019	0.0447891	7.91892e-63	1488	332.39	1155.61	NA	149	123	26	NA	NA	0.131669	1:1:1:1:1:1	0.373413(0.47996:0.364729:0.275551)	NA	NA	NA	NA
Cd36_26230,orf19.3232	NG	0.0210135	0.436568	0.0481335	2.97871e-58	1563	356.546	1206.45	NA	143	118	25	NA	NA	0.115808	1:1:1:1:1:1	0.376036(0.41109:0.398662:0.318356)	NA	NA	NA	NA
Cd36_26240,orf19.3231	NG	0.0427518	0.549879	0.0777476	1.32985e-89	2541	529.663	2011.34	NA	290	206.417	83.5833	NA	NA	0.148461	1:1:1:1:1:1	0.299812(0.340678:0.353107:0.20565)	NA	NA	NA	NA
Cd36_26250,orf19.3230	NG	0.0412228	0.518236	0.0795444	6.67408e-117	3324	762.319	2561.68	NA	388	285.25	102.75	NA	NA	0.15062	1:1:1:1:1:1	0.369078(0.390638:0.458723:0.257872)	NA	NA	NA	NA
Cd36_26270,orf19.3228	NG	0.082362	0.37217	0.221302	1.4377e-29	2070	448.221	1621.78	NA	258	131.5	126.5	NA	NA	0.145115	1:1:1:1:1:1	0.267074(0.343284:0.312754:0.145183)	NA	NA	NA	NA
Cd36_26280,orf19.3227	NG	0.0811162	0.415533	0.19521	2.14495e-24	1431	297.252	1133.75	NA	182	94.8333	87.1667	NA	NA	0.150582	1:1:1:1:1:1	0.277672(0.34542:0.332061:0.155534)	NA	NA	NA	NA
Cd36_26290,orf19.3226	NG	0.0206723	0.275117	0.0751401	6.19832e-14	576	134.607	441.393	NA	40	31	9	NA	NA	0.080134	1:1:1:1:1:1	0.320312(0.445312:0.34375:0.171875)	NA	NA	NA	NA
Cd36_26300,orf19.3225	NG	0.0494494	0.407387	0.121382	3.86666e-72	3051	679.228	2371.77	NA	327	213.5	113.5	NA	NA	0.129135	1:1:1:1:1:1	0.326172(0.404297:0.376465:0.197754)	NA	NA	NA	NA
Cd36_26320,orf19.3223	NG	0.0208804	0.143446	0.145563	4.9128e-09	879	199.139	679.861	NA	40	26	14	NA	NA	0.0486478	1:1:1:1:1:1	0.349718(0.430508:0.386441:0.232203)	NA	NA	NA	NA
Cd36_26330,orf19.3222	NG	0.0304527	0.495524	0.0614556	2.84959e-109	2943	661.598	2281.4	NA	308	239.917	68.0833	NA	NA	0.135003	1:1:1:1:1:1	0.329183(0.426793:0.361056:0.199701)	NA	NA	NA	NA
Cd36_26340,orf19.3221	NG	0.00943523	0.300884	0.0313584	1.69072e-103	3441	774.656	2666.34	NA	217	192	25	NA	NA	0.0750476	1:1:1:1:1:1	0.348129(0.483029:0.355527:0.205831)	NA	NA	NA	NA
Cd36_26350,orf19.2517	NG	0.0310587	0.479122	0.0648242	3.19001e-59	1629	369.045	1259.96	NA	169	130.667	38.3333	NA	NA	0.132566	1:1:1:1:1:1	0.366424(0.417122:0.374317:0.307832)	NA	NA	NA	NA
Cd36_26360,orf19.2518	NG	0.00288568	0.539392	0.00534987	4.48774e-51	879	184.588	694.412	NA	73	71	2	NA	NA	0.115551	1:1:1:1:1:1	0.378271(0.477816:0.308874:0.348123)	NA	NA	NA	NA
Cd36_26370,orf19.2519	NG	0.0218822	0.542472	0.0403379	9.09518e-27	588	124.308	463.692	NA	58	48	10	NA	NA	0.131939	1:1:1:1:1:1	0.354592(0.471939:0.283163:0.308673)	NA	NA	NA	NA
Cd36_26380,orf19.2520	NG	0.0123502	0.286295	0.0431382	1.81584e-26	960	204.842	755.158	NA	58	48.75	9.25	NA	NA	0.0708036	1:1:1:1:1:1	0.360417(0.432812:0.307812:0.340625)	NA	NA	NA	NA
Cd36_26390,orf19.2521	NG	0.108263	0.44103	0.245478	9.92694e-41	2931	625.552	2305.45	NA	441	208.583	232.417	NA	NA	0.179284	1:1:1:1:1:1	0.342489(0.422177:0.287386:0.317904)	NA	NA	NA	NA
Cd36_26400,orf19.2524	NG	0.0296817	0.318587	0.0931666	1.53977e-17	723	156.029	566.971	NA	57	40.5	16.5	NA	NA	0.09203	1:1:1:1:1:1	0.382231(0.510331:0.336777:0.299587)	NA	NA	NA	NA
Cd36_26410,orf19.2525	NG	0.0058391	0.398745	0.0146437	3.81591e-50	1128	268.367	859.633	NA	88	83	5	NA	NA	0.0993168	1:1:1:1:1:1	0.403812(0.49867:0.417553:0.295213)	NA	NA	NA	NA
Cd36_26420,orf19.2527	NG	0.0263036	0.379967	0.0692261	8.82069e-33	1128	238.172	889.828	NA	94	71	23	NA	NA	0.100978	1:1:1:1:1:1	0.341121(0.373832:0.308411:0.341121)	NA	NA	NA	NA
Cd36_26430,orf19.2528	NG	0.0537653	0.438673	0.122564	2.5026e-50	1980	454.143	1525.86	NA	230	150.833	79.1667	NA	NA	0.14205	1:1:1:1:1:1	0.39577(0.481873:0.412387:0.293051)	NA	NA	NA	NA
Cd36_26440,orf19.2529	NG	0.0529821	0.332025	0.159573	5.32184e-12	615	136.054	478.946	NA	61	36.5	24.5	NA	NA	0.114714	1:1:1:1:1:1	0.336585(0.397561:0.321951:0.290244)	NA	NA	NA	NA
Cd36_26450,orf19.2531	NG	0.0142846	0.342271	0.0417347	5.91906e-29	963	185.582	777.418	NA	62	51	11	NA	NA	0.0774916	1:1:1:1:1:1	0.310488(0.454829:0.260125:0.216511)	NA	NA	NA	NA
Cd36_26460,orf19.2532	NG	0.0301738	0.450369	0.0669979	5.33914e-55	1701	348.5	1352.5	NA	158	118	40	NA	NA	0.116263	1:1:1:1:1:1	0.317101(0.39913:0.304348:0.247826)	NA	NA	NA	NA
Cd36_26470,orf19.2533.1	NG	NA	0.49195	-0	NA	135	30.4893	104.511	NA	11	11	NA	NA	NA	0.111105	1:1:1:1:1:1	0.280702(0.294737:0.326316:0.221053)	NA	NA	NA	NA
Cd36_26480,orf19.2534	NG	0.0513623	0.481995	0.106562	3.24916e-69	2448	534.337	1913.66	NA	285	190	95	NA	NA	0.145358	1:1:1:1:1:1	0.346154(0.411022:0.389208:0.238232)	NA	NA	NA	NA
Cd36_26490,orf19.2538	NG	0.0482179	0.236522	0.203863	2.06228e-18	1665	340.963	1324.04	NA	131	69.1667	61.8333	NA	NA	0.0867793	1:1:1:1:1:1	0.318587(0.492487:0.33389:0.129382)	NA	NA	NA	NA
Cd36_26500,orf19.2540	NG	0.0882353	0.484959	0.181944	2.79895e-45	2280	479.041	1800.96	NA	321	171.083	149.917	NA	NA	0.171589	1:1:1:1:1:1	0.313492(0.385119:0.308333:0.247024)	NA	NA	NA	NA
Cd36_26510,orf19.2541	NG	0.0706632	0.280109	0.25227	1.51937e-12	1212	248.13	963.87	NA	123	58	65	NA	NA	0.113543	1:1:1:1:1:1	0.279216(0.398824:0.288235:0.150588)	NA	NA	NA	NA
Cd36_26520,orf19.2542	NG	0.0757971	0.364718	0.207824	3.18092e-11	702	140.224	561.776	NA	81	40.5	40.5	NA	NA	0.133509	1:1:1:1:1:1	0.247312(0.379032:0.231855:0.131048)	NA	NA	NA	NA
Cd36_26530,orf19.2544	NG	0.0547018	0.467788	0.116937	2.47627e-17	594	134.324	459.676	NA	71	46.75	24.25	NA	NA	0.148115	1:1:1:1:1:1	0.343364(0.460648:0.37037:0.199074)	NA	NA	NA	NA
Cd36_26540,orf19.2545	NG	0.0329688	0.452714	0.0728247	9.31496e-60	1779	414.855	1364.15	NA	185	141	44	NA	NA	0.130851	1:1:1:1:1:1	0.396561(0.422629:0.492512:0.274542)	NA	NA	NA	NA
Cd36_26550,orf19.2546	NG	0.0266913	0.403216	0.0661961	4.33835e-48	1557	336.649	1220.35	NA	137	105	32	NA	NA	0.108102	1:1:1:1:1:1	0.347302(0.445714:0.33619:0.26)	NA	NA	NA	NA
